experiment_id,model_version,data_version,horizon_months,scenario,annual_log_compute_growth,origin_compute_p90_flop,future_compute_p90_flop,current_record_score,selected_method,main_point_forecast,persistence_score,mean_gain_score,mean_conditional_score,quantile_conditional_score,parameter_sensitivity_p10,parameter_sensitivity_p90,bootstrap_successful,coverage_calibrated,conditional_status
EXP-408,M4-v2.1,D4V2-C1-C2-C3-C4,12,momentum,1.3862943611198906,3.506e+24,1.4024e+25,51.23132307602696,persistence,51.23132307602696,51.23132307602696,61.41433722582564,61.00464899269167,66.09947147180306,60.127261664554915,70.39292524572248,200,False,unvalidated_12_24_month_sensitivity
EXP-408,M4-v2.1,D4V2-C1-C2-C3-C4,12,halved,0.6931471805599453,3.506e+24,7.012e+24,51.23132307602696,persistence,51.23132307602696,51.23132307602696,61.41433722582564,57.50290315503946,62.48040119453458,56.20194063782314,67.05324438562234,200,False,unvalidated_12_24_month_sensitivity
EXP-408,M4-v2.1,D4V2-C1-C2-C3-C4,12,stagnation,0.0,3.506e+24,3.506e+24,51.23132307602696,persistence,51.23132307602696,51.23132307602696,61.41433722582564,54.255486524414934,58.86469317833031,52.91354921986275,63.22481276727593,200,False,unvalidated_12_24_month_sensitivity
EXP-408,M4-v2.1,D4V2-C1-C2-C3-C4,24,momentum,1.3862943611198906,3.506e+24,5.609599999999999e+25,51.23132307602696,persistence,51.23132307602696,51.23132307602696,71.59735137562433,72.80739567301991,80.40404328927204,68.85962839082289,86.4034332691295,200,False,unvalidated_12_24_month_sensitivity
EXP-408,M4-v2.1,D4V2-C1-C2-C3-C4,24,halved,0.6931471805599453,3.506e+24,1.4024e+25,51.23132307602696,persistence,51.23132307602696,51.23132307602696,71.59735137562433,64.79768939870765,73.7620879038268,61.3755591350894,81.28375889149551,200,False,unvalidated_12_24_month_sensitivity
EXP-408,M4-v2.1,D4V2-C1-C2-C3-C4,24,stagnation,0.0,3.506e+24,3.506e+24,51.23132307602696,persistence,51.23132307602696,51.23132307602696,71.59735137562433,57.55698025289827,66.68730225110997,54.60862275294336,74.85409726820478,200,False,unvalidated_12_24_month_sensitivity
