horizon_months,origin_chat_frontier,forecast_chat_frontier,change_from_origin,scale_only_frontier,scale_only_change,tech_state_only_frontier,tech_state_only_change,published_scenario1_chat
12,42.60240011907787,35.91015032131244,-6.692249797765427,49.422447917017195,6.820047797939324,29.854108039810278,-12.748292079267593,35.91
24,42.60240011907787,35.32450533622967,-7.2778947828482,56.264057504262645,13.661657385184775,23.96165293531985,-18.64074718375802,35.32
