month_idx,actual_top_chat,model_prediction,model_abs_error,persistence_abs_error,flat_abs_error
4,47.98045991216864,36.02229440397176,11.958165508196878,1.3833142129541542,1.3833142129541542
5,46.33795303791254,35.64457714289379,10.693375895018754,1.6425068742560995,0.2591926613019453
6,48.10647092442315,35.321086939205465,12.785383985217685,1.7685178865106082,1.5093252252086629
7,41.559026792386994,35.015011319051624,6.544015473335371,6.547444132036155,5.038118906827492
8,41.91906679224076,34.72537747298735,7.193689319253416,0.3600399998537682,4.678078906973724
9,41.60549009199536,34.45126820244431,7.154221889551046,0.31357670024540596,4.99165560721913
